tweet_id,created_at,date,month,year,hour,weekday,author,tweet_text_raw,likes,retweets,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment,sentiment_conf
t02690,2016-12-06 18:29:00,2016-12-06,2016-12,2016,18,Tuesday,youtube,"🎶 😱 Deck the halls with lots of screaming. AH AH AH AH AH, AH AH AH AH 😱 🎶 #12DeadlyDays is coming →… https://t.co/bEs9hxbhRn",1046,177,0.232,0.5034,0.2646,0.0326,Neutral,0.5034
t02691,2016-12-17 03:03:00,2016-12-17,2016-12,2016,3,Saturday,cnnbrk,"""You people were vicious."" During rally, Trump tells his supporters they were violent during the campaign. https://t.co/mJUoBAIuGX",951,577,0.8351,0.1556,0.0094,-0.8257,Negative,0.8351
t02692,2010-10-27 19:39:00,2010-10-27,2010-10,2010,19,Wednesday,twitter,"Do you use Twitter for a business, school, community group or another local organization? Follow @TwitterBusiness for tips and useful info!",114,215,0.0075,0.4047,0.5878,0.5803,Positive,0.5878
t02693,2013-10-18 12:01:00,2013-10-18,2013-10,2013,12,Friday,cristiano,@SiwarMh I guess it is! Have a great day.,197,92,0.0041,0.0166,0.9794,0.9753,Positive,0.9794
t02694,2015-09-01 11:29:00,2015-09-01,2015-09,2015,11,Tuesday,cristiano,"Madeira, my homeland: the 6th Best Island in the world and 2nd in Europe. Visit and discover why @madeira_islands http://t.co/gUGZFhrpMm",13385,4909,0.0019,0.0188,0.9793,0.9774,Positive,0.9793
t02695,2014-10-24 07:28:00,2014-10-24,2014-10,2014,7,Friday,taylorswift13,"Thank you to the thousands of people who came to Hollywood Blvd to watch us play. It made me so emotional, you have no idea. Love you.",17833,8313,0.0045,0.0099,0.9856,0.9811,Positive,0.9856
t02696,2011-10-18 18:35:00,2011-10-18,2011-10,2011,18,Tuesday,jtimberlake,Want to come to the premiere of @InTimeMovie?? Tweet #InTimePremiere and check this out... http://t.co/DnqS9SyH,39,218,0.0035,0.6625,0.334,0.3305,Neutral,0.6625
t02697,2015-04-29 02:38:00,2015-04-29,2015-04,2015,2,Wednesday,jimmyfallon,“@Renner4Real: Last tease for Fallon - oh boy.... #avengers #presstour http://t.co/huZdMBk8u9” It was great. Thanks again.,1630,364,0.0021,0.0095,0.9884,0.9862,Positive,0.9884
t02698,2016-04-10 14:49:00,2016-04-10,2016-04,2016,14,Sunday,justinbieber,Houston was a movie. Dallas up next,123591,61291,0.0068,0.0809,0.9124,0.9056,Positive,0.9124
t02699,2016-07-22 04:37:00,2016-07-22,2016-07,2016,4,Friday,justinbieber,Get #ColdWater on @AppleMusic https://t.co/MGd44V9M2z,67748,44868,0.0057,0.8833,0.111,0.1053,Neutral,0.8833
t02700,2013-09-19 02:26:00,2013-09-19,2013-09,2013,2,Thursday,britneyspears,Anyone else been playing with the new #iTunesRadio today? LOVE. New bff for the gym. #WORK,1462,1596,0.0023,0.0185,0.9791,0.9768,Positive,0.9791
t02701,2011-09-01 12:02:00,2011-09-01,2011-09,2011,12,Thursday,cristiano,Arriving Cyprus after 4:30 flight http://t.co/9z6cYxN,177,328,0.009,0.8902,0.1008,0.0918,Neutral,0.8902
t02702,2017-01-05 20:29:00,2017-01-05,2017-01,2017,20,Thursday,cnnbrk,Four suspects face hate crime charges in connection with teen's torture broadcast live on Facebook.… https://t.co/VOqboDKoVs,1505,879,0.7881,0.2059,0.006,-0.7821,Negative,0.7881
t02703,2012-03-22 01:48:00,2012-03-22,2012-03,2012,1,Thursday,jtimberlake,"@JeffDauler @ErinAndrews It means you had a dream that 2 random people borrowed you car... Oh, and that you have 2 cavities.",15,20,0.4457,0.5167,0.0375,-0.4082,Neutral,0.5167
t02704,2012-12-20 00:56:00,2012-12-20,2012-12,2012,0,Thursday,britneyspears,"@JWinterberg Hi Jenna! Saw that you'll be at the finale show for X Factor - how exciting, maybe I'll see ya there :) Xo",63,96,0.0011,0.0089,0.99,0.9888,Positive,0.99
t02705,2012-11-16 18:10:00,2012-11-16,2012-11,2012,18,Friday,britneyspears,Honored to have been a part of the Whitney Houston Tribute recently - she will always have a special place in my heart & I miss her...,736,1328,0.0049,0.0247,0.9704,0.9655,Positive,0.9704
t02706,2015-09-01 18:03:00,2015-09-01,2015-09,2015,18,Tuesday,justinbieber,send me ur lip sync and dance videos for #whatdoyoumean. Me and @RoryKramer are making a viral. Tag #whatdoyoumeanviral on YouTube,47036,39502,0.0131,0.6614,0.3255,0.3125,Neutral,0.6614
t02707,2011-09-18 19:33:00,2011-09-18,2011-09,2011,19,Sunday,jtimberlake,Last chance to win my trip to #VEGAS and help me help #SHRINERS. Raffle tickets are $2...get 'em now. http://t.co/HNNZfGSs,57,152,0.0053,0.3025,0.6922,0.687,Positive,0.6922
t02708,2012-11-29 07:06:00,2012-11-29,2012-11,2012,7,Thursday,britneyspears,@IfUSeekVick Thank u sweetie! Xo,53,83,0.006,0.0196,0.9744,0.9684,Positive,0.9744
t02709,2012-10-19 04:17:00,2012-10-19,2012-10,2012,4,Friday,taylorswift13,Four days!!! Thanks @theellenshow! #RED http://t.co/PzF60DZ0,17473,15520,0.002,0.0115,0.9864,0.9844,Positive,0.9864
t02710,2016-10-30 06:51:00,2016-10-30,2016-10,2016,6,Sunday,katyperry,"Thanks @COVERGIRL for keeping everyone clean-cut and QT at Hudson High, Home of the Poodles. 💋,… https://t.co/Txo3zIPtBl",8386,1932,0.0022,0.0305,0.9673,0.965,Positive,0.9673
t02711,2015-11-18 22:57:00,2015-11-18,2015-11,2015,22,Wednesday,theellenshow,.@OneDirection told me about life P.Z. (That stands for Post Zayn) #1DonEllen https://t.co/jt6b7VOxH8,4335,1566,0.0058,0.7489,0.2453,0.2395,Neutral,0.7489
t02712,2013-11-04 16:33:00,2013-11-04,2013-11,2013,16,Monday,cristiano,Hello guys. We’re already in Italy. Looking forward for the match tomorrow. Hala Madrid! http://t.co/VztuJjRu75,9065,10077,0.0016,0.0153,0.9832,0.9816,Positive,0.9832
t02713,2011-11-11 16:05:00,2011-11-11,2011-11,2011,16,Friday,selenagomez,Get ready for the premiere of 'Hit The Lights' on 11/16 by watching this behind-the-scenes video of all the... http://t.co/SG4MNAmU,701,2188,0.0032,0.6561,0.3407,0.3375,Neutral,0.6561
t02714,2016-03-14 02:28:00,2016-03-14,2016-03,2016,2,Monday,theellenshow,"East Coast! Thanks for watching @NBCLilBigShots with me! West Coast, you have 1 hour til the fun starts. Plan accordingly. #LittleBigShots",2961,283,0.0017,0.0261,0.9721,0.9704,Positive,0.9721
t02715,2015-08-18 23:53:00,2015-08-18,2015-08,2015,23,Tuesday,ddlovato,AHHH VMA nomination?!?! Tweet and Insta using #CoolForTheSummerVMA!!!! 😜💗🍒🌴😎 @mtv http://t.co/53d4tbfozV http://t.co/PjsCXntgjK,27084,25232,0.0014,0.0238,0.9748,0.9733,Positive,0.9748
t02716,2016-05-27 12:26:00,2016-05-27,2016-05,2016,12,Friday,ddlovato,I hate saying goodbye,33576,23421,0.8561,0.1221,0.0218,-0.8343,Negative,0.8561
t02717,2013-09-25 03:45:00,2013-09-25,2013-09,2013,3,Wednesday,jtimberlake,Are you watching Jimmy Kimmel Live on ABC right now?!?! #The2020Experience #2of2 #JKL http://t.co/MRPxVR0Zg8,4364,2058,0.0031,0.7025,0.2944,0.2913,Neutral,0.7025
t02718,2013-07-17 22:26:00,2013-07-17,2013-07,2013,22,Wednesday,britneyspears,Writing and recording all day everyday... http://t.co/adQFIQKqlZ,2866,3917,0.0055,0.7332,0.2613,0.2557,Neutral,0.7332
t02719,2015-11-09 21:51:00,2015-11-09,2015-11,2015,21,Monday,barackobama,LIVE: President Obama is speaking to @OFA volunteers at the #OFAFallSummit. https://t.co/Ao84Izvixv,577,184,0.0037,0.8537,0.1426,0.1388,Neutral,0.8537
t02720,2016-03-16 18:30:00,2016-03-16,2016-03,2016,18,Wednesday,twitter,Show the world your world. Snap or upload a photo to share your view. See more #TwitterTips: https://t.co/JMBg3mMb7k https://t.co/LSM90W4Mpy,861,256,0.0043,0.3461,0.6496,0.6453,Positive,0.6496
t02721,2014-11-02 22:32:00,2014-11-02,2014-11,2014,22,Sunday,taylorswift13,"Stolen kisses, pretty lies. #TS1989 #taylorlurking http://t.co/JhUZG7ADJ4 http://t.co/gfRH9W4GgC",7541,2934,0.5194,0.4578,0.0227,-0.4967,Negative,0.5194
t02722,2015-10-27 14:34:00,2015-10-27,2015-10,2015,14,Tuesday,taylorswift13,1989 came out 1 year ago today. It's been the best year of my life. I love you guys. #HappyBirthday1989 https://t.co/J1Xx2NKIkE,100992,50713,0.0029,0.0064,0.9907,0.9878,Positive,0.9907
t02723,2015-05-14 23:49:00,2015-05-14,2015-05,2015,23,Thursday,britneyspears,Video release AND #BBMAs this week… Huge thanks to @MateFit for keeping me energized!! 💪#matefitme http://t.co/a7YxlkAmXp,4923,2322,0.002,0.0107,0.9873,0.9853,Positive,0.9873
t02724,2016-09-06 23:51:00,2016-09-06,2016-09,2016,23,Tuesday,youtube,@AmkcccAndy So good! Those eyes are so blue ... so Bunny!,24,4,0.0058,0.0124,0.9818,0.976,Positive,0.9818
t02725,2014-11-03 03:31:00,2014-11-03,2014-11,2014,3,Monday,taylorswift13,Look at that face... 😍 #TS1989 #taylurking http://t.co/JhUZG7ADJ4 http://t.co/LzQ9IokMtk,9462,5348,0.0037,0.0785,0.9178,0.9141,Positive,0.9178
t02726,2013-04-30 15:56:00,2013-04-30,2013-04,2013,15,Tuesday,selenagomez,It's almost here.... http://t.co/DEkWwXZt9i,7062,11118,0.0025,0.1927,0.8048,0.8022,Positive,0.8048
t02727,2015-04-02 00:27:00,2015-04-02,2015-04,2015,0,Thursday,theellenshow,Thank you University of Mississippi @OleMissRebels for agreeing to stop using animals in medical training. The animals & I are very grateful,5787,1531,0.0073,0.0462,0.9465,0.9392,Positive,0.9465
t02728,2016-09-14 16:40:00,2016-09-14,2016-09,2016,16,Wednesday,barackobama,Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team: https://t.co/b0eae4PXDX,1453,350,0.0087,0.7274,0.2639,0.2552,Neutral,0.7274
t02729,2014-10-27 16:05:00,2014-10-27,2014-10,2014,16,Monday,selenagomez,"From hotel room album listening parties, kitchen dance floor album listening parties to driving on the… http://t.co/1Blq8NLOZz",15501,12891,0.0118,0.8888,0.0994,0.0876,Neutral,0.8888
t02730,2016-06-20 03:43:00,2016-06-20,2016-06,2016,3,Monday,kimkardashian,Happy Fathers Day babe! Thank you for always putting our family first and being the best dad to our babies! https://t.co/O3h5JdbL7a,64199,11411,0.0034,0.0084,0.9882,0.9848,Positive,0.9882
t02731,2015-09-24 17:51:00,2015-09-24,2015-09,2015,17,Thursday,britneyspears,When you get your own slot machine in @PHVegas… 😍🎰 #jackpot #tbt http://t.co/FjNp19IiOE,7958,3273,0.0018,0.116,0.8822,0.8805,Positive,0.8822
t02732,2011-08-09 05:21:00,2011-08-09,2011-08,2011,5,Tuesday,taylorswift13,"So happy about the teen choice awards last night. Thanks to you guys, I now have 13 tca's total! Lucky number much? Thank you!!",2317,6603,0.003,0.0071,0.9899,0.9869,Positive,0.9899
t02733,2016-02-19 20:00:00,2016-02-19,2016-02,2016,20,Friday,rihanna,SNEAK PEEK! #WORK video ft. @Drake coming Monday https://t.co/YeGLLWFxTl https://t.co/gGphgq6gfa,54740,34342,0.004,0.7529,0.2431,0.239,Neutral,0.7529
t02734,2016-07-16 04:57:00,2016-07-16,2016-07,2016,4,Saturday,kimkardashian,I just downloaded it. I really love this song too https://t.co/Sy7VLykgQ0,5259,763,0.0019,0.0087,0.9894,0.9875,Positive,0.9894
t02735,2016-06-25 23:45:00,2016-06-25,2016-06,2016,23,Saturday,instagram,Backstage with ballerinas at the Vaganova Ballet Academy gala in Moscow https://t.co/VP7B2gORkN,852,154,0.0049,0.8977,0.0975,0.0926,Neutral,0.8977
t02736,2016-03-02 01:11:00,2016-03-02,2016-03,2016,1,Wednesday,kimkardashian,"Our reaction to @sachabaroncohen's movie ""The Brothers Grimsby""'. You guys are gonna die!!!!! You have to go see it! https://t.co/MIp5GJ1HhD",7312,1265,0.0045,0.0418,0.9537,0.9493,Positive,0.9537
t02737,2012-12-15 23:22:00,2012-12-15,2012-12,2012,23,Saturday,jtimberlake,No one told me it was National Santa Day! The pic is blurry because I ran into a restaurant and snuck this photo... Ha! http://t.co/8UOFeJbD,1756,778,0.2193,0.4259,0.3548,0.1355,Neutral,0.4259
t02738,2016-02-08 21:55:00,2016-02-08,2016-02,2016,21,Monday,theellenshow,Michelle Neither loves when I prank people. So I pranked her with a new @Chevrolet. #LaughDancePartner https://t.co/GlIeGJcwJo,1846,248,0.1265,0.4195,0.4539,0.3274,Positive,0.4539
t02739,2015-12-19 16:04:00,2015-12-19,2015-12,2015,16,Saturday,instagram,Living in the moment with Beaver Suit https://t.co/aE18GHKhIq https://t.co/oCOYRIZ9NK,1979,428,0.0037,0.3284,0.6679,0.6642,Positive,0.6679
t02740,2016-03-14 21:54:00,2016-03-14,2016-03,2016,21,Monday,barackobama,Happy #PiDay. https://t.co/gDZPJwKFk7,11368,2976,0.0025,0.0107,0.9868,0.9843,Positive,0.9868
t02741,2014-08-28 22:31:00,2014-08-28,2014-08,2014,22,Thursday,rihanna,Went snorkeling by old pirate caves http://t.co/IWRhkUf4xF,18268,6808,0.01,0.7276,0.2623,0.2523,Neutral,0.7276
t02742,2016-09-22 13:03:00,2016-09-22,2016-09,2016,13,Thursday,jimmyfallon,Tonight: @RealHughJackman and @kenjeong are here! Plus @ShawnMendes sings your funniest #FallSong tweets and performs! #FallonTonight,2974,687,0.0023,0.158,0.8397,0.8374,Positive,0.8397
t02743,2010-07-22 17:08:00,2010-07-22,2010-07,2010,17,Thursday,selenagomez,Thank you so much for all of the amazing birthday wishes!!! Every year gets better and better because of yall! I love you all so much!,1839,4916,0.0049,0.0063,0.9888,0.9839,Positive,0.9888
t02744,2010-11-22 19:25:00,2010-11-22,2010-11,2010,19,Monday,twitter,"I Want My Twitter TV! http://t.co/YPP8kKu (via @fastcompany) Kudos to our @twittermedia team, including the original @ChloeS. #wit11",79,66,0.0024,0.0337,0.9638,0.9614,Positive,0.9638
t02745,2014-04-01 11:25:00,2014-04-01,2014-04,2014,11,Tuesday,jimmyfallon,Keep it up guys -- and everyone else tweet at them using their hashtags to show support!! #FingersOnA4x4 #FallonTonight,548,160,0.004,0.0474,0.9486,0.9446,Positive,0.9486
t02746,2015-11-16 20:17:00,2015-11-16,2015-11,2015,20,Monday,arianagrande,"The most ridiculous, amazing, unnecessary, yet life-completing things i've ever seen in my life. #AriKeyboard enjoy. https://t.co/OfDfWMLCqO",27273,12620,0.3059,0.1997,0.4944,0.1886,Positive,0.4944
t02747,2016-06-10 04:20:00,2016-06-10,2016-06,2016,4,Friday,jimmyfallon,Oooh. That's the best stuff. https://t.co/yyR9EAqlEb,1091,114,0.0041,0.0097,0.9863,0.9822,Positive,0.9863
t02748,2015-02-09 22:38:00,2015-02-09,2015-02,2015,22,Monday,ddlovato,Loving my @nycnewyorkcolor BB Crèmes! 😘😘 Have you tried them yet?? #showcaseNYC,15366,9130,0.0017,0.0095,0.9888,0.9871,Positive,0.9888
t02749,2016-12-21 18:39:00,2016-12-21,2016-12,2016,18,Wednesday,youtube,"@tystiklorius ""My top 3: Darkness & Light, Overload and Right By You."" - @johnlegend",17,2,0.0119,0.6824,0.3057,0.2937,Neutral,0.6824
t02750,2014-11-03 16:39:00,2014-11-03,2014-11,2014,16,Monday,rihanna,#RichKid #ELLEcoverstory hair: yusefhairnyc makeup: @tompecheuxmu styled by: @lgoldstein_ltd… http://t.co/Nzl2vlhboc,3261,1666,0.0095,0.8486,0.1419,0.1325,Neutral,0.8486
t02751,2014-09-24 09:19:00,2014-09-24,2014-09,2014,9,Wednesday,jtimberlake,“@travisboak10: What a night at the entertainment centre @jtimberlake what an amazing show.” Thank you for coming good sir! 🙏,1288,458,0.0028,0.0071,0.9901,0.9873,Positive,0.9901
t02752,2016-05-12 15:52:00,2016-05-12,2016-05,2016,15,Thursday,cristiano,Always working hard! Caught on set wearing @Cr7Footwear | https://t.co/wNKi1a0bo4 https://t.co/KfSC1pxCAC,15444,3123,0.0024,0.0526,0.945,0.9427,Positive,0.945
t02753,2016-04-21 17:25:00,2016-04-21,2016-04,2016,17,Thursday,jtimberlake,Numb. Stunned. This can't be real.,29920,11309,0.8129,0.1696,0.0174,-0.7955,Negative,0.8129
t02754,2016-01-06 20:04:00,2016-01-06,2016-01,2016,20,Wednesday,kimkardashian,#WCW ROSIE HUNTINGTON-WHITELEY https://t.co/01qnThtmwY https://t.co/ObgTM5TG3a,4236,764,0.0091,0.8978,0.0932,0.0841,Neutral,0.8978
t02755,2015-09-18 13:06:00,2015-09-18,2015-09,2015,13,Friday,jimmyfallon,"""Pup Quiz"" returns with Kaley Cuoco-Sweeting! https://t.co/qS9Lx0lZ7E #FallonTonight",1290,332,0.0028,0.746,0.2512,0.2484,Neutral,0.746
t02756,2016-12-24 21:41:00,2016-12-24,2016-12,2016,21,Saturday,cnnbrk,President-elect Donald Trump says he will dissolve the Trump Foundation. https://t.co/vYJhauuihg https://t.co/ekk7nXsqCz,577,319,0.0237,0.8906,0.0857,0.062,Neutral,0.8906
t02757,2016-04-23 20:00:00,2016-04-23,2016-04,2016,20,Saturday,instagram,A Scotland beach clean-up crew helps the planet (and its puppies) 🌍🐶 #wwim13edinburgh #LifeOnEarthWWIM13 https://t.co/0V3Bg5YQ3G,832,184,0.0041,0.2118,0.7842,0.7801,Positive,0.7842
t02758,2011-04-14 18:00:00,2011-04-14,2011-04,2011,18,Thursday,twitter,"Follow the pros, the pundits and the #playoffs. Discover: Basketball on Twitter. http://t.co/QnRQa42",87,139,0.0046,0.7619,0.2335,0.2289,Neutral,0.7619
t02759,2010-03-14 09:26:00,2010-03-14,2010-03,2010,9,Sunday,twitter,We’re aware that some users are experiencing frozen timelines and are working to address the issue -- http://bit.ly/9UXpH4,58,693,0.1743,0.7965,0.0292,-0.145,Neutral,0.7965
t02760,2016-06-24 16:44:00,2016-06-24,2016-06,2016,16,Friday,kimkardashian,My Children’s Hospital Award! https://t.co/xcfHGvauP0,2656,461,0.0026,0.1725,0.8249,0.8223,Positive,0.8249
t02761,2016-08-12 18:54:00,2016-08-12,2016-08,2016,18,Friday,theellenshow,This is why there is a #WorldElephantDay https://t.co/5y2G94jwmJ,3381,890,0.0116,0.3198,0.6685,0.6569,Positive,0.6685
t02762,2013-01-21 23:43:00,2013-01-21,2013-01,2013,23,Monday,jtimberlake,Darkness cannot drive out darkness; only light can do that. Hate cannot drive out hate; only love can do that --MLK Jr. #Inspiration,3405,9073,0.234,0.5463,0.2197,-0.0144,Neutral,0.5463
t02763,2014-04-11 19:24:00,2014-04-11,2014-04,2014,19,Friday,shakira,Watch our film of Shak's recent visit to Colombia for the opening of @fpiesdescalzos' new school http://t.co/srbHM5J4ys ShakHQ,675,372,0.0044,0.8311,0.1645,0.1601,Neutral,0.8311
t02764,2016-02-05 23:42:00,2016-02-05,2016-02,2016,23,Friday,theellenshow,We look good in each other’s underwear. https://t.co/4G9dmd9Tno,2743,352,0.0036,0.0465,0.95,0.9464,Positive,0.95
t02765,2015-01-07 21:50:00,2015-01-07,2015-01,2015,21,Wednesday,barackobama,"""We may not all be rooting for the Lions, but America is rooting for Detroit."" —President Obama",4695,3539,0.0093,0.1634,0.8273,0.8181,Positive,0.8273
t02766,2014-11-13 16:55:00,2014-11-13,2014-11,2014,16,Thursday,jimmyfallon,"Tonight: Playing Beer Hockey w/@jhutch1992! Plus Tracey Ullman is here, @Echosmith performs, & your #MyFamilyIsWeird tweets. #FallonTonight",1074,262,0.0035,0.4271,0.5694,0.5659,Positive,0.5694
t02767,2014-10-20 14:40:00,2014-10-20,2014-10,2014,14,Monday,jtimberlake,...the last city....#JT2020Tour http://t.co/w5KF8Rhs7F (http://t.co/bBhAXbZxAa),1634,717,0.0072,0.8462,0.1465,0.1393,Neutral,0.8462
t02768,2015-04-21 19:11:00,2015-04-21,2015-04,2015,19,Tuesday,theellenshow,It’s really happening. http://t.co/I3AoMemkxf,16706,5656,0.0929,0.7649,0.1422,0.0493,Neutral,0.7649
t02769,2014-10-23 17:18:00,2014-10-23,2014-10,2014,17,Thursday,taylorswift13,Track 13 #1989lyrics #TS1989 4 days http://t.co/qkNqCN5IiI,8564,5381,0.0098,0.9504,0.0398,0.0301,Neutral,0.9504
t02770,2016-10-11 00:30:00,2016-10-11,2016-10,2016,0,Tuesday,instagram,Rolling sand dunes and larger-than-life clouds in Japan #TheWeekOnInstagram https://t.co/I1RmnoEabX,542,101,0.005,0.6014,0.3936,0.3885,Neutral,0.6014
t02771,2016-08-05 00:59:00,2016-08-05,2016-08,2016,0,Friday,arianagrande,honored to be paying homage to my angel tonight. tune in to @greatesthitsabc at 9 ♡ #greatesthits #whitneyhouston https://t.co/4q85OiJ02E,58706,19403,0.0017,0.0136,0.9847,0.983,Positive,0.9847
t02772,2016-08-11 22:30:00,2016-08-11,2016-08,2016,22,Thursday,theellenshow,There’s a lot going on in the world right now. I thought you could use this photo of a Weiner dog. #ThursdayThoughts https://t.co/PTdMBmZCFF,27966,6669,0.3212,0.58,0.0988,-0.2223,Neutral,0.58
t02773,2016-10-20 02:26:00,2016-10-20,2016-10,2016,2,Thursday,katyperry,@HillaryClinton Scorpio season is coming ✨ https://t.co/ME2n0IQnoB,1884,626,0.0024,0.3077,0.6899,0.6875,Positive,0.6899
t02774,2016-11-08 22:40:00,2016-11-08,2016-11,2016,22,Tuesday,youtube,What. Rachel. Said. #voteIRL https://t.co/tRGZR38u4c,1703,159,0.21,0.7424,0.0476,-0.1624,Neutral,0.7424
t02775,2016-06-14 20:42:00,2016-06-14,2016-06,2016,20,Tuesday,ddlovato,We hurt. We mourn. We argue. We settle. We need to stop the cycle. #Orlando #PulseShooting,31993,17921,0.9008,0.0944,0.0048,-0.896,Negative,0.9008
t02776,2016-01-08 22:00:00,2016-01-08,2016-01,2016,22,Friday,kimkardashian,SELFISH BOOK – MORE COPIES! https://t.co/Ia4ONOVnsu https://t.co/KwXL82cxHi,6595,1030,0.0294,0.7344,0.2361,0.2067,Neutral,0.7344
t02777,2016-08-30 06:10:00,2016-08-30,2016-08,2016,6,Tuesday,britneyspears,@SergioEES Thank you so so so so much!,656,136,0.0103,0.0155,0.9743,0.964,Positive,0.9743
t02778,2016-11-28 19:47:00,2016-11-28,2016-11,2016,19,Monday,theellenshow,Congratulations to all of Day 3's home winners of 12 Days! Have you tried all the ways to win yet?… https://t.co/KXiMiWH6sn,2566,307,0.0018,0.0241,0.9741,0.9723,Positive,0.9741
t02779,2012-03-26 15:02:00,2012-03-26,2012-03,2012,15,Monday,jtimberlake,"""@brokemogul: zoobeezoobeezoooooo zoobeezoobeezoooooo zoobeezoobeezoooooo"" Ha! What did you think of the season premiere?",77,156,0.0227,0.7308,0.2465,0.2237,Neutral,0.7308
t02780,2016-10-16 19:44:00,2016-10-16,2016-10,2016,19,Sunday,arianagrande,@ineedarishug__ he may think all of the dates have already been announced lol. i'll call him. of course i'm coming to italy. ti voglio bene💛,9244,3948,0.0066,0.2114,0.782,0.7754,Positive,0.782
t02781,2015-06-02 17:48:00,2015-06-02,2015-06,2015,17,Tuesday,arianagrande,my. heart. @frankiejgrande @alexaluria https://t.co/IfVft8e1G4,15980,7903,0.0111,0.308,0.6809,0.6697,Positive,0.6809
t02782,2016-05-26 21:46:00,2016-05-26,2016-05,2016,21,Thursday,shakira,#TBT to celebrate tomorrow's release of #LaBicicleta -Shak and Gerard cycling in 2013! ShakHQ 🚲 https://t.co/8Vdt95Pveq,6807,981,0.0024,0.3331,0.6646,0.6622,Positive,0.6646
t02783,2014-11-04 17:43:00,2014-11-04,2014-11,2014,17,Tuesday,rihanna,#ESQUIREuk Cla$$ic Ellen to get me in the bathroom!!! @ellenvunwerth #themartini http://t.co/RwkkcF4ioJ,3603,1985,0.1085,0.584,0.3075,0.199,Neutral,0.584
t02784,2013-09-29 15:52:00,2013-09-29,2013-09,2013,15,Sunday,jtimberlake,"Countdown for tonight's #iTunesFestival! Watch JT Live, streaming 9pm GMT at http://t.co/us8RUkHzJM #The2020Experience #2of2 -teamJT",886,1311,0.0024,0.6503,0.3473,0.3449,Neutral,0.6503
t02785,2014-06-06 14:33:00,2014-06-06,2014-06,2014,14,Friday,shakira,Shak supports @WFP's School Meals Programme with @Activia. Learn how you can help too! http://t.co/CMZ7XZKJ7s ShakHQ,604,288,0.0024,0.194,0.8037,0.8013,Positive,0.8037
t02786,2016-06-23 19:32:00,2016-06-23,2016-06,2016,19,Thursday,ddlovato,We complain about how unfair paparazzi and tabloid rumors are but still buy the magazines to find out who's fucking who and who wore it best,24618,12911,0.7259,0.2521,0.022,-0.7038,Negative,0.7259
t02787,2016-09-17 06:28:00,2016-09-17,2016-09,2016,6,Saturday,katyperry,When you write such a fire lyric that you give yourself hives 🔥⛑😵,22196,6261,0.2682,0.4736,0.2582,-0.01,Neutral,0.4736
t02788,2013-02-22 10:44:00,2013-02-22,2013-02,2013,10,Friday,jtimberlake,Preaching to the choir. http://t.co/bxH4JMqfR1,697,1082,0.0047,0.7476,0.2477,0.2431,Neutral,0.7476
t02789,2016-12-06 18:37:00,2016-12-06,2016-12,2016,18,Tuesday,shakira,Celebrating the @RecordingAcad nomination for Try Everything in São Paulo! Shak #GRAMMYs https://t.co/trYcO5rXDL,9540,1585,0.0015,0.0387,0.9598,0.9583,Positive,0.9598
t02790,2016-10-25 19:00:00,2016-10-25,2016-10,2016,19,Tuesday,youtube,.@POTUS reads mean tweets 😁😁😁 https://t.co/bQR1ljWaXb https://t.co/PeRbiUuikJ,1170,265,0.2296,0.4224,0.3481,0.1185,Neutral,0.4224
t02791,2013-12-10 20:13:00,2013-12-10,2013-12,2013,20,Tuesday,britneyspears,@_lovewithlouis <3 you too. #PerfumeVideoPremiere,148,95,0.0043,0.261,0.7347,0.7304,Positive,0.7347
t02792,2016-06-23 22:30:00,2016-06-23,2016-06,2016,22,Thursday,instagram,Building a family business with Maria Solovey https://t.co/1HR0BVaDTE,668,140,0.0079,0.7832,0.2089,0.201,Neutral,0.7832
t02793,2016-04-23 16:00:00,2016-04-23,2016-04,2016,16,Saturday,youtube,Alright stop! Toddler time. https://t.co/m9lb8YyzEk https://t.co/VITBaXERFu,1368,210,0.0628,0.7471,0.1901,0.1274,Neutral,0.7471
t02794,2017-01-16 20:52:00,2017-01-16,2017-01,2017,20,Monday,theellenshow,ED by Ellen mugs: Perfect for holding tiny bunnies. https://t.co/nse7fiY1pi,9315,1191,0.002,0.0759,0.9221,0.9202,Positive,0.9221
t02795,2016-01-08 06:53:00,2016-01-08,2016-01,2016,6,Friday,kimkardashian,🎼🎼🎼 Friiiiiiday!!!! New music!!!! #EveryFriday #Swish #RealFriends 🎼🎼🎼 🔥🔥🔥,24358,18122,0.0013,0.0427,0.956,0.9547,Positive,0.956
t02796,2012-12-07 03:44:00,2012-12-07,2012-12,2012,3,Friday,britneyspears,The biggest thank u to my Britney Army & everyone else who voted for my teens last night. Love love love u all!,1048,1652,0.004,0.0101,0.9859,0.9819,Positive,0.9859
t02797,2015-11-10 22:07:00,2015-11-10,2015-11,2015,22,Tuesday,barackobama,Make sure to check this off your list: https://t.co/obg1pKy0Bk #GetCovered https://t.co/I17bWv0MDt,1104,349,0.0038,0.5177,0.4785,0.4748,Neutral,0.5177
t02798,2016-09-24 04:48:00,2016-09-24,2016-09,2016,4,Saturday,ladygaga,My fav is when he falls down and gets right back up to dance! 🤗 https://t.co/0vpVIs4TfA,13629,4752,0.0056,0.0484,0.946,0.9404,Positive,0.946
